,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
Portugal,-0.5069512234034126,1.2354394601684517,-0.34896490129231106,1.144991947008423,1.2948446067662451,0.1135326034159359,0.8502123528339894,0.2418049306511348,-1.081159316189647,0.18074283185667672,1.925100694903108,-0.29613219402145075,-0.524426142332253,-0.39538977391817653,0.5544742618554381
Romania,-2.12296489706143,-0.06579032312567566,-2.7315456840867767,-0.4378176032493049,0.5216317353098702,-0.7625444795378851,-0.42998257885977526,0.3193376629803108,-0.6511593698665551,-0.535257220847523,0.6087082980825161,-0.9935356965611523,1.0788524122053256,0.4876961713215956,-0.2912871924280737
Slovenia,0.32819321183752326,0.27886952224639433,0.27817425964812154,-0.19361248760552716,0.6494744623394051,-0.15118530129456575,1.9954732897537082,-1.3035599694234057,2.2550192764956947,-2.0014102093441926,0.05975240429114393,1.7391399299648824,-1.2375794378526046,0.13963200613922697,-0.9654942831889626
Slovakia,-0.13485946976026586,-0.4639033065108715,-1.754442286988436,-0.3649416435404288,1.2471242529034907,0.3030344762937816,0.6588953950058216,0.32302894402338134,1.7389973797573284,1.2018132140398157,-0.7983685626583308,1.0860187225052154,2.5947755864587,-1.2240283966716792,1.0281447091745288
Finland,0.5248971728094554,-0.42035485170456266,0.0836086721227225,2.406868474078541,-0.1864264998868859,1.3292669222598155,0.9340022499041628,0.5277687389092142,-0.29338132083651225,-0.07687336610085485,-0.9559692074446282,-0.1387167310884576,0.7143309959654455,0.633603062342622,0.12508942166979264
Sweden,0.09560785250288496,-0.08374723568787348,-0.11932638728270041,0.042901043978423356,-0.41327234266406215,0.869439112357586,0.04960915338140818,0.3510374611378168,0.3567528829140471,0.7847016753558251,-0.23651260707314825,2.3466041474769583,-1.3954259926865829,-0.5419414312927769,0.06817874429422299
Iceland,1.5070017373833198,0.12719504203659243,-1.5030140657069537,-1.8332881060859525,-0.8487279164243643,0.802176871353904,0.12139468974214233,-2.506558514978274,-0.8022285082019215,-0.037037671337860185,2.010952884950424,0.7077795930218715,0.5508709457891419,1.271625282524516,-0.7618352632768254
Norway,1.5044429071412357,-0.6795750826122073,-0.7354821654533127,-0.9068135914329464,0.21910015440354627,-1.9761746963534883,1.1609323871918111,-0.7630623529521364,0.130285232599251,1.3469764465302387,-0.5697486116551606,-2.4020602618582814,-1.0509610813465133,0.7899306810997738,1.2412130640057284
Switzerland,1.371672127649523,0.38634292088349287,-1.1843819098931052,-0.2995294356393008,-0.37988724461905127,-1.055571286618207,-1.4334569143944924,2.6590022320187954,1.0921202472793425,-0.16122655637294467,1.554660333871116,-0.5096289585798258,-1.9774077937145442,-1.3964054273202533,-1.001162912174593
United Kingdom,0.4140848338814782,-0.38997643083014877,-0.015115575646617602,1.6319725503436004,-0.37275018851062164,1.4245395876005977,0.9205330371901056,-0.10512032696136081,-0.36033716470311017,0.04892845694643245,-0.8386251992918832,-0.14143393199574159,0.6010568667179482,0.8073797272761131,0.45516547342329927
Bosnia and Herzegovina,-1.8888472334894824,-1.5918014617491985,0.8637834076325042,0.5399342592057588,-0.787659606728403,-2.843436125529559,1.9139841283244212,0.32521109792396513,-0.5441420038202712,0.8985606860243056,-0.2237838536836885,1.1495690515994101,-0.4741866208067754,0.49530855024282205,-1.372977862834572
Montenegro,-0.0003657135984452444,-0.00017437491071740712,-0.0004273237446337426,-0.00033807471809712327,-0.0007081663053781292,-0.00020411343317947335,0.00032959567059830325,-0.0003156853333388948,-0.0007207397251418761,-0.00046761137381606533,0.0006609460202601183,5.539466159429595e-05,-0.0010063119899881119,-1.790011453550558e-05,-0.0003081003461500557
North Macedonia,-0.7053066845364151,-4.452469024626856,1.3042569899872847,-1.7839624136726624,1.2445974598967016,1.5516888950352838,0.018744980214412912,1.1781245711468256,-0.1833111101584915,-0.6263343037851328,1.1972635219980208,-0.5151276362504809,-0.12362262764695724,-0.00645072507831292,0.24682088982590578
Albania,-2.650807700025708,0.4389392353520486,-0.0945011197401397,-0.513550190390523,-3.1283831977271395,-0.47031271327874524,-0.8980545492852364,0.10094073671169362,0.049015490035078886,-0.1819427209585589,-0.26339164082969446,-0.10762105298005654,1.2586082591067602,-0.6055636325768524,0.4048541122966721
Serbia,0.09899336295255537,-0.06564006319354959,-0.04622693566421535,0.4197312837292219,-0.18141319443572712,-0.6203073656534052,0.0013689742487202861,-0.10201795766874976,0.10199026635537713,2.3118799535927517,1.1348932147000657,1.782346074944479,-0.5610769014003931,-1.912796027379197,2.271032116306388
Turkiye,-0.08892963818303842,-0.04795660972411542,-0.5400107467977289,-0.5973611593015367,-1.1079242739047388,0.9349547394491173,-0.3582193311166238,-0.31721909719376234,-0.5943206898285172,-0.5065053498385833,0.48484952985032487,-0.1280703341127552,-0.14105818779044238,-0.12223308371918283,-0.2059411114160534
